PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype-Replicate_1,Potency-Replicate_1,Efficacy-Replicate_1,Analysis Comment-Replicate_1,Activity_Score-Replicate_1,Curve_Description-Replicate_1,Fit_LogAC50-Replicate_1,Fit_HillSlope-Replicate_1,Fit_R2-Replicate_1,Fit_InfiniteActivity-Replicate_1,Fit_ZeroActivity-Replicate_1,Fit_CurveClass-Replicate_1,Excluded_Points-Replicate_1,Max_Response-Replicate_1,Activity at 0.0000073560 uM-Replicate_1,Activity at 0.0000367800 uM-Replicate_1,Activity at 0.0000735600 uM-Replicate_1,Activity at 0.0001677464 uM-Replicate_1,Activity at 0.0003678000 uM-Replicate_1,Activity at 0.0007362988 uM-Replicate_1,Activity at 0.00153 uM-Replicate_1,Activity at 0.00368 uM-Replicate_1,Activity at 0.00723 uM-Replicate_1,Activity at 0.00914 uM-Replicate_1,Activity at 0.018 uM-Replicate_1,Activity at 0.039 uM-Replicate_1,Activity at 0.092 uM-Replicate_1,Activity at 0.191 uM-Replicate_1,Activity at 0.460 uM-Replicate_1,Activity at 0.910 uM-Replicate_1,Activity at 1.182 uM-Replicate_1,Activity at 2.302 uM-Replicate_1,Activity at 4.834 uM-Replicate_1,Activity at 11.49 uM-Replicate_1,Activity at 23.94 uM-Replicate_1,Activity at 57.45 uM-Replicate_1,Activity at 115.4 uM-Replicate_1,Activity at 193.5 uM-Replicate_1,Activity at 288.3 uM-Replicate_1,Compound QC-Replicate_1,Phenotype-Replicate_2,Potency-Replicate_2,Efficacy-Replicate_2,Analysis Comment-Replicate_2,Activity_Score-Replicate_2,Curve_Description-Replicate_2,Fit_LogAC50-Replicate_2,Fit_HillSlope-Replicate_2,Fit_R2-Replicate_2,Fit_InfiniteActivity-Replicate_2,Fit_ZeroActivity-Replicate_2,Fit_CurveClass-Replicate_2,Excluded_Points-Replicate_2,Max_Response-Replicate_2,Activity at 0.0000073560 uM-Replicate_2,Activity at 0.0000367800 uM-Replicate_2,Activity at 0.0000735600 uM-Replicate_2,Activity at 0.0001677464 uM-Replicate_2,Activity at 0.0003678000 uM-Replicate_2,Activity at 0.0007362988 uM-Replicate_2,Activity at 0.00153 uM-Replicate_2,Activity at 0.00368 uM-Replicate_2,Activity at 0.00723 uM-Replicate_2,Activity at 0.00914 uM-Replicate_2,Activity at 0.018 uM-Replicate_2,Activity at 0.039 uM-Replicate_2,Activity at 0.092 uM-Replicate_2,Activity at 0.191 uM-Replicate_2,Activity at 0.460 uM-Replicate_2,Activity at 0.910 uM-Replicate_2,Activity at 1.182 uM-Replicate_2,Activity at 2.302 uM-Replicate_2,Activity at 4.834 uM-Replicate_2,Activity at 11.49 uM-Replicate_2,Activity at 23.94 uM-Replicate_2,Activity at 57.45 uM-Replicate_2,Activity at 115.4 uM-Replicate_2,Activity at 193.5 uM-Replicate_2,Activity at 288.3 uM-Replicate_2,Phenotype-Replicate_3,Potency-Replicate_3,Efficacy-Replicate_3,Analysis Comment-Replicate_3,Activity_Score-Replicate_3,Curve_Description-Replicate_3,Fit_LogAC50-Replicate_3,Fit_HillSlope-Replicate_3,Fit_R2-Replicate_3,Fit_InfiniteActivity-Replicate_3,Fit_ZeroActivity-Replicate_3,Fit_CurveClass-Replicate_3,Excluded_Points-Replicate_3,Max_Response-Replicate_3,Activity at 0.0000073560 uM-Replicate_3,Activity at 0.0000367800 uM-Replicate_3,Activity at 0.0000735600 uM-Replicate_3,Activity at 0.0001677464 uM-Replicate_3,Activity at 0.0003678000 uM-Replicate_3,Activity at 0.0007362988 uM-Replicate_3,Activity at 0.00153 uM-Replicate_3,Activity at 0.00368 uM-Replicate_3,Activity at 0.00723 uM-Replicate_3,Activity at 0.00914 uM-Replicate_3,Activity at 0.018 uM-Replicate_3,Activity at 0.039 uM-Replicate_3,Activity at 0.092 uM-Replicate_3,Activity at 0.191 uM-Replicate_3,Activity at 0.460 uM-Replicate_3,Activity at 0.910 uM-Replicate_3,Activity at 1.182 uM-Replicate_3,Activity at 2.302 uM-Replicate_3,Activity at 4.834 uM-Replicate_3,Activity at 11.49 uM-Replicate_3,Activity at 23.94 uM-Replicate_3,Activity at 57.45 uM-Replicate_3,Activity at 115.4 uM-Replicate_3,Activity at 193.5 uM-Replicate_3,Activity at 288.3 uM-Replicate_3,Phenotype-Replicate_4,Potency-Replicate_4,Efficacy-Replicate_4,Analysis Comment-Replicate_4,Activity_Score-Replicate_4,Curve_Description-Replicate_4,Fit_LogAC50-Replicate_4,Fit_HillSlope-Replicate_4,Fit_R2-Replicate_4,Fit_InfiniteActivity-Replicate_4,Fit_ZeroActivity-Replicate_4,Fit_CurveClass-Replicate_4,Excluded_Points-Replicate_4,Max_Response-Replicate_4,Activity at 0.0000073560 uM-Replicate_4,Activity at 0.0000367800 uM-Replicate_4,Activity at 0.0000735600 uM-Replicate_4,Activity at 0.0001677464 uM-Replicate_4,Activity at 0.0003678000 uM-Replicate_4,Activity at 0.0007362988 uM-Replicate_4,Activity at 0.00153 uM-Replicate_4,Activity at 0.00368 uM-Replicate_4,Activity at 0.00723 uM-Replicate_4,Activity at 0.00914 uM-Replicate_4,Activity at 0.018 uM-Replicate_4,Activity at 0.039 uM-Replicate_4,Activity at 0.092 uM-Replicate_4,Activity at 0.191 uM-Replicate_4,Activity at 0.460 uM-Replicate_4,Activity at 0.910 uM-Replicate_4,Activity at 1.182 uM-Replicate_4,Activity at 2.302 uM-Replicate_4,Activity at 4.834 uM-Replicate_4,Activity at 11.49 uM-Replicate_4,Activity at 23.94 uM-Replicate_4,Activity at 57.45 uM-Replicate_4,Activity at 115.4 uM-Replicate_4,Activity at 193.5 uM-Replicate_4,Activity at 288.3 uM-Replicate_4,Phenotype-Replicate_5,Potency-Replicate_5,Efficacy-Replicate_5,Analysis Comment-Replicate_5,Activity_Score-Replicate_5,Curve_Description-Replicate_5,Fit_LogAC50-Replicate_5,Fit_HillSlope-Replicate_5,Fit_R2-Replicate_5,Fit_InfiniteActivity-Replicate_5,Fit_ZeroActivity-Replicate_5,Fit_CurveClass-Replicate_5,Excluded_Points-Replicate_5,Max_Response-Replicate_5,Activity at 0.0000073560 uM-Replicate_5,Activity at 0.0000367800 uM-Replicate_5,Activity at 0.0000735600 uM-Replicate_5,Activity at 0.0001677464 uM-Replicate_5,Activity at 0.0003678000 uM-Replicate_5,Activity at 0.0007362988 uM-Replicate_5,Activity at 0.00153 uM-Replicate_5,Activity at 0.00368 uM-Replicate_5,Activity at 0.00723 uM-Replicate_5,Activity at 0.00914 uM-Replicate_5,Activity at 0.018 uM-Replicate_5,Activity at 0.039 uM-Replicate_5,Activity at 0.092 uM-Replicate_5,Activity at 0.191 uM-Replicate_5,Activity at 0.460 uM-Replicate_5,Activity at 0.910 uM-Replicate_5,Activity at 1.182 uM-Replicate_5,Activity at 2.302 uM-Replicate_5,Activity at 4.834 uM-Replicate_5,Activity at 11.49 uM-Replicate_5,Activity at 23.94 uM-Replicate_5,Activity at 57.45 uM-Replicate_5,Activity at 115.4 uM-Replicate_5,Activity at 193.5 uM-Replicate_5,Activity at 288.3 uM-Replicate_5
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,STRING,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,STRING,FLOAT,FLOAT,STRING,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,STRING,INTEGER,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,Activity score.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"NCGC designation for data stage: 'qHTS', 'qHTS Verification', 'Secondary Profiling'","Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,Activity score.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,Activity score.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,Activity score.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,"Indicates type of activity observed: inhibitor, activator, fluorescent, cytotoxic, inactive, or inconclusive.","Concentration at which compound exhibits half-maximal efficacy, AC50. Extrapolated AC50s also include the highest efficacy observed and the concentration of compound at which it was observed.","Maximal efficacy of compound, reported as a percentage of control. These values are estimated based on fits of the Hill equation to the dose-response curves.",Annotation/notes on a particular compound's data or its analysis.,Activity score.,"A description of dose-response curve quality. A complete curve has two observed asymptotes; a partial curve may not have attained its second asymptote at the highest concentration tested. High efficacy curves exhibit efficacy greater than 80% of control. Partial efficacies are statistically significant, but below 80% of control.",The logarithm of the AC50 from a fit of the data to the Hill equation (calculated based on Molar Units).,The Hill slope from a fit of the data to the Hill equation.,R^2 fit value of the curve. Closer to 1.0 equates to better Hill equation fit.,The asymptotic efficacy from a fit of the data to the Hill equation.,Efficacy at zero concentration of compound from a fit of the data to the Hill equation.,Numerical encoding of curve description for the fitted Hill equation.,"Which dose-response titration points were excluded from analysis based on outlier analysis. Each number represents whether a titration point was (1) or was not (0) excluded, for the titration series going from smallest to highest compound concentrations.",Maximum activity observed for compound (usually at highest concentration tested).,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.,% Activity at given concentration.
RESULT_UNIT,,,,,,,,MICROMOLAR,PERCENT,,NONE,,NONE,NONE,NONE,PERCENT,PERCENT,NONE,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,,,MICROMOLAR,PERCENT,,NONE,,NONE,NONE,NONE,PERCENT,PERCENT,NONE,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,,MICROMOLAR,PERCENT,,NONE,,NONE,NONE,NONE,PERCENT,PERCENT,NONE,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,,MICROMOLAR,PERCENT,,NONE,,NONE,NONE,NONE,PERCENT,PERCENT,NONE,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,,MICROMOLAR,PERCENT,,NONE,,NONE,NONE,NONE,PERCENT,PERCENT,NONE,,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT,PERCENT
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RESULT_ATTR_CONC_MICROMOL,,,,,,,,,,,,,,,,,,,,,7.356e-06,3.678e-05,7.356e-05,0.000167746,0.0003678,0.000736299,0.00153299,0.00367618,0.00723417,0.00914213,0.0184066,0.0386149,0.0919868,0.191377,0.459572,0.909733,1.18163,2.3015,4.83399,11.4937,23.9433,57.447,115.368,193.451,288.3,,,,,,,,,,,,,,,,7.356e-06,3.678e-05,7.356e-05,0.000167746,0.0003678,0.000736299,0.00153299,0.00367618,0.00723417,0.00914213,0.0184066,0.0386149,0.0919868,0.191377,0.459572,0.909733,1.18163,2.3015,4.83399,11.4937,23.9433,57.447,115.368,193.451,288.3,,,,,,,,,,,,,,,7.356e-06,3.678e-05,7.356e-05,0.000167746,0.0003678,0.000736299,0.00153299,0.00367618,0.00723417,0.00914213,0.0184066,0.0386149,0.0919868,0.191377,0.459572,0.909733,1.18163,2.3015,4.83399,11.4937,23.9433,57.447,115.368,193.451,288.3,,,,,,,,,,,,,,,7.356e-06,3.678e-05,7.356e-05,0.000167746,0.0003678,0.000736299,0.00153299,0.00367618,0.00723417,0.00914213,0.0184066,0.0386149,0.0919868,0.191377,0.459572,0.909733,1.18163,2.3015,4.83399,11.4937,23.9433,57.447,115.368,193.451,288.3,,,,,,,,,,,,,,,7.356e-06,3.678e-05,7.356e-05,0.000167746,0.0003678,0.000736299,0.00153299,0.00367618,0.00723417,0.00914213,0.0184066,0.0386149,0.0919868,0.191377,0.459572,0.909733,1.18163,2.3015,4.83399,11.4937,23.9433,57.447,115.368,193.451,288.3
1,104223880,197033,Active,43,http://assay.nih.gov/htsws/rest/display/p450-iqc-p1/NCGC00182554-02/230627974,,Inhibitor,10.684,136.193,,43,Partial curve; high efficacy,-4.9713,0.7,0.9811,-124.808,11.385,-2.1,0 0 0 0 0 0 0,-94.5517,,,,,,,,13.8768,,,5.4519,,3.8329,,6.4817,,,-30.7413,,-54.3038,,-94.5517,,,,QC'd by NCGCChem,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,11111456,5281670,Inactive,0,http://assay.nih.gov/htsws/rest/display/p450-iqc-p1/NCGC00015672-01/230627348,,Inactive,,,,0,,-4.4213,3.9295,0.9429,-26.3776,-7.8495,4,0 0 0 0 0 0 0,-23.648,,,,,,,,-8.3709,,,-5.2912,,-8.178,,-10.1296,,,-6.9733,,-7.6153,,-23.648,,,,QC'd by SigmaAldrich,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,11113977,6604832,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/p450-iqc-p1/NCGC00025059-01/230627430,,Inhibitor,37.9083,105.983,,10,Single point of activity,-4.4213,4.9549,0.9776,-106.926,-0.9429,-3,0 0 0 0 0 0 0,-94.7928,,,,,,,,1.8437,,,-3.1363,,-2.0153,,3.6134,,,-11.1329,,4.6367,,-94.7928,,,,QC'd by Tocris,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,124879150,5280443,Active,84,http://assay.nih.gov/htsws/rest/display/p450-iqc-p1/NCGC00015049-06/230627152,,Inhibitor,6.0081,112.724,,84,Complete curve; high efficacy,-5.2213,2.1211,0.9978,-118.372,-5.6482,-1.1,0 0 0 0 0 0 0,-116.738,,,,,,,,-3.385,,,-2.3232,,-7.5332,,-9.4033,,,-18.2096,,-96.4045,,-116.738,,,,QC'd by Microsource,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,124879975,836,Active,63,http://assay.nih.gov/htsws/rest/display/p450-iqc-p1/NCGC00015384-02/230627691,,Inhibitor,3.0112,57.7747,,63,Complete curve; partial efficacy,-5.5213,4.9549,0.9969,-59.3865,-1.6118,-1.2,0 0 0 0 0 0 0,-58.6619,,,,,,,,-2.1658,,,-3.2341,,1.5006,,-2.3908,,,-13.4301,,-59.6171,,-58.6619,,,,QC'd by Microsource,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
